cve_id,cvss_variance,nvd_score,nvd_cvss_version,github_score,github_cvss_version,assigning_cna,nvd_status,published_date
CVE-2024-49760,1.8,5.3,3.1,7.1,3.1,github,Analyzed,2024-10-24
CVE-2024-9594,1.8,8.1,3.1,6.3,3.1,liggitt,Analyzed,2024-10-15
CVE-2025-22445,1.8,5.3,3.1,3.5,3.1,mattermost,Analyzed,2025-01-09
CVE-2025-32962,1.8,6.1,3.1,4.3,3.1,github,Analyzed,2025-05-16
CVE-2025-54139,1.8,6.1,3.1,4.3,3.1,github,Analyzed,2025-07-23
CVE-2025-55746,1.8,7.5,3.1,9.3,3.1,github,Analyzed,2025-08-20
CVE-2026-22032,1.8,6.1,3.1,4.3,3.1,github,Analyzed,2026-01-08
CVE-2026-28423,1.8,8.6,3.1,6.8,3.1,github,Analyzed,2026-02-27
CVE-2024-22399,1.7,9.8,3.1,8.1,3.1,apache,Modified,2024-09-16
CVE-2024-31452,1.7,9.8,3.1,8.1,3.1,github,Analyzed,2024-04-16
CVE-2024-32479,1.7,5.4,3.1,7.1,3.1,github,Analyzed,2024-04-22
CVE-2024-34391,1.7,9.8,3.1,8.1,3.1,jfrog,Analyzed,2024-05-02
CVE-2024-34392,1.7,9.8,3.1,8.1,3.1,jfrog,Analyzed,2024-05-02
CVE-2024-39836,1.7,6.5,3.1,4.8,3.1,mattermost,Analyzed,2024-08-22
CVE-2024-4128,1.7,4.3,3.1,2.6,3.1,google,Analyzed,2024-05-02
CVE-2024-41637,1.7,8.3,3.1,10.0,3.1,mitre,Deferred,2024-07-29
CVE-2024-41656,1.7,5.4,3.1,7.1,3.1,github,Analyzed,2024-07-23
CVE-2024-41962,1.7,6.3,3.1,4.6,3.1,github,Analyzed,2024-08-01
CVE-2024-42482,1.7,6.5,3.1,4.8,3.1,github,Analyzed,2024-08-12
CVE-2024-45187,1.7,8.8,3.1,7.1,3.1,jfrog,Analyzed,2024-08-23
CVE-2024-45302,1.7,7.8,3.1,6.1,3.1,github,Analyzed,2024-08-29
CVE-2024-46998,1.7,5.4,3.1,7.1,3.1,github,Analyzed,2024-10-24
CVE-2024-55238,1.7,8.8,3.1,7.1,3.1,mitre,Analyzed,2025-04-17
CVE-2024-56374,1.7,7.5,3.1,5.8,3.1,mitre,Analyzed,2025-01-14
CVE-2024-5658,1.7,6.5,3.1,4.8,3.1,1e3a9e0f-5156-4bf8-b8a3-cc311bfc0f4a,Modified,2024-06-06
CVE-2024-7260,1.7,6.1,3.1,4.4,3.1,redhat,Modified,2024-09-09
CVE-2025-1473,1.7,7.1,3.1,5.4,3.1,huntr,Analyzed,2025-03-20
CVE-2025-23366,1.7,4.8,3.1,6.5,3.1,redhat,Modified,2025-01-14
CVE-2025-26533,1.7,9.8,3.1,8.1,3.1,puiterwijk,Analyzed,2025-02-24
CVE-2025-27098,1.7,7.5,3.1,5.8,3.1,github,Analyzed,2025-02-20
CVE-2025-27219,1.7,7.5,3.1,5.8,3.1,mitre,Modified,2025-03-04
CVE-2025-27556,1.7,7.5,3.1,5.8,3.1,mitre,Analyzed,2025-04-02
CVE-2025-46567,1.7,7.8,3.1,6.1,3.1,github,Analyzed,2025-05-01
CVE-2025-47226,1.7,3.3,3.1,5.0,3.1,mitre,Analyzed,2025-05-02
CVE-2025-49579,1.7,4.8,3.1,6.5,3.1,github,Analyzed,2025-06-12
CVE-2025-54424,1.7,9.8,3.1,8.1,3.1,github,Analyzed,2025-08-01
CVE-2025-57822,1.7,8.2,3.1,6.5,3.1,github,Analyzed,2025-08-29
CVE-2025-58049,1.7,7.5,3.1,5.8,3.1,github,Analyzed,2025-08-28
CVE-2025-59943,1.7,9.8,3.1,8.1,3.1,github,Analyzed,2025-10-03
CVE-2025-62416,1.7,6.8,3.1,5.1,3.1,github,Analyzed,2025-10-16
CVE-2025-64764,1.7,5.4,3.1,7.1,3.1,github,Analyzed,2025-11-19
CVE-2025-66448,1.7,8.8,3.1,7.1,3.1,github,Analyzed,2025-12-01
CVE-2025-67851,1.7,7.8,3.1,6.1,3.1,puiterwijk,Analyzed,2026-02-03
CVE-2025-68671,1.7,4.8,3.1,6.5,3.1,github,Analyzed,2026-01-15
CVE-2025-68697,1.7,5.4,3.1,7.1,3.1,github,Analyzed,2025-12-26
CVE-2025-69207,1.7,7.1,3.1,5.4,3.1,github,Analyzed,2026-02-02
CVE-2025-7365,1.7,7.1,3.1,5.4,3.1,redhat,Modified,2025-07-10
CVE-2026-22817,1.7,6.5,3.1,8.2,3.1,github,Analyzed,2026-01-13
CVE-2026-22818,1.7,6.5,3.1,8.2,3.1,github,Analyzed,2026-01-13
CVE-2026-22864,1.7,9.8,3.1,8.1,3.1,github,Analyzed,2026-01-15
CVE-2026-23845,1.7,7.5,3.1,5.8,3.1,github,Analyzed,2026-01-19
CVE-2026-24009,1.7,9.8,3.1,8.1,3.1,github,Analyzed,2026-01-22
CVE-2026-24398,1.7,6.5,3.1,4.8,3.1,github,Analyzed,2026-01-27
CVE-2026-25160,1.7,7.4,3.1,9.1,3.1,github,Analyzed,2026-02-04
CVE-2026-25640,1.7,5.4,3.1,7.1,3.1,github,Analyzed,2026-02-06
CVE-2026-25726,1.7,9.8,3.1,8.1,3.1,github,Analyzed,2026-04-03
CVE-2026-27190,1.7,9.8,3.1,8.1,3.1,github,Analyzed,2026-02-20
CVE-2026-27567,1.7,4.8,3.1,6.5,3.1,github,Analyzed,2026-02-24
CVE-2026-29093,1.7,9.8,3.1,8.1,3.1,github,Analyzed,2026-03-06
CVE-2026-32260,1.7,9.8,3.1,8.1,3.1,github,Analyzed,2026-03-12
CVE-2026-33131,1.7,9.1,3.1,7.4,3.1,github,Analyzed,2026-03-20
CVE-2026-33732,1.7,6.5,3.1,4.8,3.1,github,Analyzed,2026-03-26
CVE-2026-33896,1.7,9.1,3.1,7.4,3.1,github,Analyzed,2026-03-27
CVE-2026-34359,1.7,9.1,3.1,7.4,3.1,github,Analyzed,2026-03-31
CVE-2026-34528,1.7,9.8,3.1,8.1,3.1,github,Analyzed,2026-04-01
CVE-2026-34604,1.7,8.8,3.1,7.1,3.1,github,Analyzed,2026-04-01
CVE-2026-34835,1.7,6.5,3.1,4.8,3.1,github,Analyzed,2026-04-02
CVE-2026-4800,1.7,9.8,3.1,8.1,3.1,ce714d77-add3-4f53-aff5-83d477b104bb,Analyzed,2026-03-31
CVE-2023-28452,1.6,7.5,3.1,5.9,3.1,mitre,Modified,2024-09-18
CVE-2023-49559,1.6,3.7,3.1,5.3,3.1,mitre,Deferred,2024-06-12
CVE-2024-29977,1.6,4.3,3.1,2.7,3.1,mattermost,Analyzed,2024-08-01
CVE-2024-32868,1.6,8.1,3.1,6.5,3.1,github,Analyzed,2024-04-26
CVE-2024-34447,1.6,7.5,3.1,5.9,3.1,mitre,Deferred,2024-05-03
CVE-2024-36814,1.6,4.9,3.1,6.5,3.1,mitre,Deferred,2024-10-08
CVE-2024-3772,1.6,7.5,3.1,5.9,3.1,430a6cef-dc26-47e3-9fa8-52fb7f19644e,Analyzed,2024-04-15
CVE-2024-38361,1.6,5.3,3.1,3.7,3.1,github,Analyzed,2024-06-20
CVE-2024-38460,1.6,6.5,3.1,4.9,3.1,mitre,Modified,2024-06-16
CVE-2024-39317,1.6,4.9,3.1,6.5,3.1,github,Analyzed,2024-07-11
CVE-2024-39772,1.6,5.3,3.1,3.7,3.1,mattermost,Analyzed,2024-09-16
CVE-2024-39837,1.6,5.4,3.1,3.8,3.1,mattermost,Analyzed,2024-08-01
CVE-2024-41111,1.6,7.2,3.1,8.8,3.1,github,Deferred,2024-07-18
CVE-2024-41144,1.6,7.1,3.1,5.5,3.1,mattermost,Analyzed,2024-08-01
CVE-2024-41255,1.6,7.5,3.1,5.9,3.1,mitre,Analyzed,2024-07-31
CVE-2024-41926,1.6,4.3,3.1,2.7,3.1,mattermost,Analyzed,2024-08-01
CVE-2024-4435,1.6,7.5,3.1,5.9,3.1,6b35d637-e00f-4228-858c-b20ad6e1d07b,Analyzed,2024-05-21
CVE-2024-45231,1.6,5.3,3.1,3.7,3.1,mitre,Modified,2024-10-08
CVE-2024-45384,1.6,5.3,3.1,3.7,3.1,apache,Modified,2024-09-17
CVE-2024-46989,1.6,5.3,3.1,3.7,3.1,github,Analyzed,2024-09-18
CVE-2024-47831,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2024-10-14
CVE-2024-50378,1.6,4.9,3.1,6.5,3.1,apache,Analyzed,2024-11-08
CVE-2024-52595,1.6,6.1,3.1,7.7,3.1,github,Analyzed,2024-11-19
CVE-2024-54682,1.6,4.9,3.1,6.5,3.1,mattermost,Analyzed,2024-12-16
CVE-2024-56362,1.6,5.5,3.1,7.1,3.1,github,Analyzed,2024-12-23
CVE-2024-58263,1.6,5.3,3.1,3.7,3.1,mitre,Analyzed,2025-07-27
CVE-2024-6763,1.6,5.3,3.1,3.7,3.1,eclipse,Analyzed,2024-10-14
CVE-2025-0377,1.6,9.1,3.1,7.5,3.1,hashicorp,Analyzed,2025-01-21
CVE-2025-1396,1.6,5.3,3.1,3.7,3.1,ed10eef1-636d-4fbe-9993-6890dfa878f8,Analyzed,2025-09-26
CVE-2025-24023,1.6,5.3,3.1,3.7,3.1,github,Analyzed,2025-03-03
CVE-2025-24963,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2025-02-04
CVE-2025-26791,1.6,6.1,3.1,4.5,3.1,mitre,Analyzed,2025-02-14
CVE-2025-27146,1.6,4.3,3.1,2.7,3.1,github,Analyzed,2025-02-25
CVE-2025-3193,1.6,7.5,3.1,5.9,3.1,snyk,Modified,2025-09-27
CVE-2025-47937,1.6,5.3,3.1,3.7,3.1,github,Analyzed,2025-05-20
CVE-2025-48379,1.6,5.5,3.1,7.1,3.1,github,Analyzed,2025-07-01
CVE-2025-48985,1.6,5.3,3.1,3.7,3.1,hackerone,Analyzed,2025-11-07
CVE-2025-49011,1.6,5.3,3.1,3.7,3.1,github,Analyzed,2025-06-06
CVE-2025-50151,1.6,8.8,3.1,7.2,3.1,apache,Modified,2025-07-21
CVE-2025-52997,1.6,7.5,3.1,5.9,3.1,github,Modified,2025-06-30
CVE-2025-54265,1.6,7.5,3.1,5.9,3.1,adobe,Analyzed,2025-10-14
CVE-2025-54463,1.6,7.5,3.1,5.9,3.1,mattermost,Analyzed,2025-08-11
CVE-2025-58360,1.6,9.8,3.1,8.2,3.1,github,Analyzed,2025-11-25
CVE-2025-59471,1.6,7.5,3.1,5.9,3.1,hackerone,Analyzed,2026-01-26
CVE-2025-59472,1.6,7.5,3.1,5.9,3.1,hackerone,Analyzed,2026-01-26
CVE-2025-6013,1.6,8.1,3.1,6.5,3.1,hashicorp,Analyzed,2025-08-06
CVE-2025-64434,1.6,6.3,3.1,4.7,3.1,github,Analyzed,2025-11-07
CVE-2025-64763,1.6,5.3,3.1,3.7,3.1,github,Analyzed,2025-12-03
CVE-2025-65025,1.6,9.8,3.1,8.2,3.1,github,Analyzed,2025-11-19
CVE-2025-66468,1.6,6.1,3.1,7.7,3.1,github,Analyzed,2025-12-02
CVE-2025-66560,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-01-07
CVE-2026-22036,1.6,7.5,3.1,5.9,3.1,github,Modified,2026-01-14
CVE-2026-22045,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-01-15
CVE-2026-23991,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-01-22
CVE-2026-23992,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-01-22
CVE-2026-24049,1.6,5.5,3.1,7.1,3.1,github,Analyzed,2026-01-22
CVE-2026-26310,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-03-10
CVE-2026-27571,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-02-24
CVE-2026-27729,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-02-24
CVE-2026-29772,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-03-24
CVE-2026-29791,1.6,6.5,3.1,4.9,3.1,github,Analyzed,2026-03-06
CVE-2026-30247,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-03-07
CVE-2026-31898,1.6,6.5,3.1,8.1,3.1,github,Analyzed,2026-03-18
CVE-2026-3260,1.6,7.5,3.1,5.9,3.1,redhat,Analyzed,2026-03-24
CVE-2026-32716,1.6,6.5,3.1,8.1,3.1,github,Analyzed,2026-03-31
CVE-2026-32727,1.6,6.5,3.1,8.1,3.1,github,Analyzed,2026-03-31
CVE-2026-32770,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-03-18
CVE-2026-33319,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-03-22
CVE-2026-33490,1.6,5.3,3.1,3.7,3.1,github,Analyzed,2026-03-26
CVE-2026-33989,1.6,6.5,3.1,8.1,3.1,github,Analyzed,2026-03-27
CVE-2026-34043,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-03-31
CVE-2026-34166,1.6,5.3,3.1,3.7,3.1,github,Analyzed,2026-04-08
CVE-2026-34203,1.6,4.3,3.1,2.7,3.1,github,Analyzed,2026-03-31
CVE-2026-34236,1.6,9.8,3.1,8.2,3.1,github,Analyzed,2026-04-01
CVE-2026-39844,1.6,7.5,3.1,5.9,3.1,github,Analyzed,2026-04-08
CVE-2024-31990,1.5,6.3,3.1,4.8,3.1,github,Analyzed,2024-04-15
CVE-2024-34693,1.5,5.3,3.1,6.8,3.1,apache,Modified,2024-06-20
CVE-2024-41799,1.5,9.9,3.1,8.4,3.1,github,Analyzed,2024-07-29
CVE-2024-42355,1.5,9.8,3.1,8.3,3.1,github,Analyzed,2024-08-08
CVE-2024-43805,1.5,6.1,3.1,7.6,3.1,github,Analyzed,2024-08-28
CVE-2024-45232,1.5,5.3,3.1,6.8,3.1,mitre,Analyzed,2024-08-29
CVE-2024-4536,1.5,5.3,3.1,6.8,3.1,eclipse,Analyzed,2024-05-07
CVE-2024-52308,1.5,9.6,3.1,8.1,3.1,github,Analyzed,2024-11-14
CVE-2025-24017,1.5,6.1,3.1,7.6,3.1,github,Analyzed,2025-01-21
CVE-2025-27602,1.5,6.4,3.1,4.9,3.1,github,Analyzed,2025-03-11
CVE-2025-30196,1.5,6.5,3.1,8.0,3.1,googlegroups,Analyzed,2025-03-19
CVE-2025-32957,1.5,7.2,3.1,8.7,3.1,github,Analyzed,2026-03-31
CVE-2025-3913,1.5,3.8,3.1,5.3,3.1,mattermost,Analyzed,2025-05-29
CVE-2025-4123,1.5,6.1,3.1,7.6,3.1,grafana,Analyzed,2025-05-22
CVE-2025-46349,1.5,6.1,3.1,7.6,3.1,github,Analyzed,2025-04-29
CVE-2025-52995,1.5,6.6,3.1,8.1,3.1,github,Analyzed,2025-06-30
CVE-2025-53002,1.5,9.8,3.1,8.3,3.1,github,Analyzed,2025-06-26
CVE-2025-64522,1.5,7.6,3.1,9.1,3.1,github,Analyzed,2025-11-10
CVE-2025-64711,1.5,5.4,3.1,3.9,3.1,github,Analyzed,2025-11-13
CVE-2025-64715,1.5,5.5,3.1,4.0,3.1,github,Analyzed,2025-11-29
CVE-2025-65961,1.5,4.8,3.1,3.3,3.1,github,Analyzed,2025-11-25
CVE-2025-66578,1.5,7.5,3.1,6.0,3.1,github,Analyzed,2025-12-09
CVE-2026-24767,1.5,6.4,3.1,4.9,3.1,github,Analyzed,2026-01-28
CVE-2026-27013,1.5,6.1,3.1,7.6,3.1,github,Analyzed,2026-02-19
CVE-2026-31886,1.5,7.6,3.1,9.1,3.1,github,Analyzed,2026-03-13
CVE-2026-32749,1.5,9.1,3.1,7.6,3.1,github,Analyzed,2026-03-19
CVE-2026-33535,1.5,5.5,3.1,4.0,3.1,github,Analyzed,2026-03-26
CVE-2021-27915,1.4,9.0,3.1,7.6,3.1,mautic,Analyzed,2024-09-17
CVE-2024-13918,1.4,6.1,3.1,4.7,3.1,1e3a9e0f-5156-4bf8-b8a3-cc311bfc0f4a,Analyzed,2025-03-10
CVE-2024-13919,1.4,6.1,3.1,4.7,3.1,1e3a9e0f-5156-4bf8-b8a3-cc311bfc0f4a,Analyzed,2025-03-10
CVE-2024-2171,1.4,4.8,3.1,3.4,3.1,huntr,Modified,2024-06-06
CVE-2024-32979,1.4,6.1,3.1,7.5,3.1,github,Analyzed,2024-05-01
CVE-2024-34082,1.4,9.9,3.1,8.5,3.1,github,Analyzed,2024-05-15
CVE-2024-35313,1.4,7.3,3.1,5.9,3.1,mitre,Deferred,2024-05-17
CVE-2024-37182,1.4,6.1,3.1,4.7,3.1,mattermost,Modified,2024-06-14
CVE-2024-37307,1.4,6.5,3.1,7.9,3.1,github,Analyzed,2024-06-13
CVE-2024-39308,1.4,5.4,3.1,6.8,3.1,github,Modified,2024-07-08
CVE-2024-39701,1.4,7.7,3.1,6.3,3.1,github,Analyzed,2024-07-08
CVE-2024-4215,1.4,8.8,3.1,7.4,3.1,f86ef6dc-4d3a-42ad-8f28-e6d5547a5007,Analyzed,2024-05-02
CVE-2024-45967,1.4,4.7,3.1,6.1,3.1,mitre,Analyzed,2024-10-01
CVE-2024-51736,1.4,9.8,3.1,8.4,3.1,github,Analyzed,2024-11-06
CVE-2024-56364,1.4,5.4,3.1,6.8,3.1,github,Deferred,2024-12-23
CVE-2024-8285,1.4,5.9,3.1,7.3,3.1,redhat,Modified,2024-08-30
CVE-2025-54988,1.4,8.4,3.1,9.8,3.1,apache,Modified,2025-08-20
CVE-2025-58759,1.4,6.5,3.1,5.1,3.1,github,Analyzed,2025-09-09
CVE-2025-62595,1.4,6.1,3.1,4.7,3.1,github,Analyzed,2025-10-21
CVE-2025-65958,1.4,7.1,3.1,8.5,3.1,github,Analyzed,2025-12-04
CVE-2026-26017,1.4,6.3,3.1,7.7,3.1,github,Analyzed,2026-03-06
CVE-2026-28513,1.4,7.1,3.1,8.5,3.1,github,Analyzed,2026-03-10
CVE-2026-32246,1.4,7.1,3.1,8.5,3.1,github,Analyzed,2026-03-12
CVE-2026-33747,1.4,9.8,3.1,8.4,3.1,github,Analyzed,2026-03-27
CVE-2026-34529,1.4,9.0,3.1,7.6,3.1,github,Analyzed,2026-04-01
CVE-2022-31669,1.3,7.7,3.1,6.4,3.1,vmware,Analyzed,2024-11-14
CVE-2023-46801,1.3,8.8,3.1,7.5,3.1,apache,Modified,2024-07-15
CVE-2023-49921,1.3,6.5,3.1,5.2,3.1,elastic,Modified,2024-07-26
CVE-2024-10491,1.3,5.3,3.1,4.0,3.1,36c7be3b-2937-45df-85ea-ca7133ea542c,Analyzed,2024-10-29
CVE-2024-24764,1.3,4.8,3.1,3.5,3.1,github,Modified,2024-06-26
CVE-2024-31556,1.3,7.8,3.1,6.5,3.1,mitre,Deferred,2024-05-14
CVE-2024-35312,1.3,6.2,3.1,7.5,3.1,mitre,Deferred,2024-05-17
CVE-2024-3651,1.3,7.5,3.1,6.2,3.1,huntr,Modified,2024-07-07
CVE-2024-41122,1.3,8.8,3.1,7.5,3.1,github,Modified,2024-07-19
CVE-2024-52291,1.3,7.2,3.1,8.5,3.1,github,Analyzed,2024-11-13
CVE-2024-55892,1.3,6.1,3.1,4.8,3.1,github,Analyzed,2025-01-14
CVE-2024-55921,1.3,8.8,3.1,7.5,3.1,github,Analyzed,2025-01-14
CVE-2024-7594,1.3,8.8,3.1,7.5,3.1,hashicorp,Analyzed,2024-09-26
CVE-2025-24357,1.3,8.8,3.1,7.5,3.1,github,Analyzed,2025-01-27
CVE-2025-25068,1.3,8.8,3.1,7.5,3.1,mattermost,Analyzed,2025-03-21
CVE-2025-27819,1.3,7.5,3.1,8.8,3.1,apache,Analyzed,2025-06-10
CVE-2025-30163,1.3,4.7,3.1,3.4,3.1,github,Analyzed,2025-03-24
CVE-2025-32996,1.3,5.3,3.1,4.0,3.1,mitre,Analyzed,2025-04-15
CVE-2025-32997,1.3,5.3,3.1,4.0,3.1,mitre,Analyzed,2025-04-15
CVE-2025-48203,1.3,6.4,3.1,5.1,3.1,mitre,Deferred,2025-05-21
CVE-2025-48432,1.3,5.3,3.1,4.0,3.1,mitre,Analyzed,2025-06-05
CVE-2025-55298,1.3,8.8,3.1,7.5,3.1,github,Modified,2025-08-26
CVE-2025-57803,1.3,8.8,3.1,7.5,3.1,github,Modified,2025-08-26
CVE-2025-58177,1.3,5.4,3.1,4.1,3.1,github,Analyzed,2025-09-15
CVE-2025-59713,1.3,8.1,3.1,6.8,3.1,mitre,Analyzed,2025-09-19
CVE-2025-61674,1.3,4.8,3.1,6.1,3.1,github,Analyzed,2026-01-10
CVE-2025-61676,1.3,4.8,3.1,6.1,3.1,github,Analyzed,2026-01-10
CVE-2025-61916,1.3,6.6,3.1,7.9,3.1,github,Analyzed,2026-01-05
CVE-2025-69263,1.3,8.8,3.1,7.5,3.1,github,Analyzed,2026-01-07
CVE-2025-70559,1.3,6.5,3.1,7.8,3.1,mitre,Deferred,2026-02-03
CVE-2025-8285,1.3,5.3,3.1,4.0,3.1,mattermost,Analyzed,2025-08-11
CVE-2026-25734,1.3,4.8,3.1,6.1,3.1,github,Analyzed,2026-02-25
CVE-2026-25735,1.3,4.8,3.1,6.1,3.1,github,Analyzed,2026-02-25
CVE-2026-25736,1.3,4.8,3.1,6.1,3.1,github,Analyzed,2026-02-25
CVE-2026-26066,1.3,7.5,3.1,6.2,3.1,github,Analyzed,2026-02-24
CVE-2026-26283,1.3,7.5,3.1,6.2,3.1,github,Analyzed,2026-02-24
CVE-2026-28688,1.3,5.3,3.1,4.0,3.1,github,Analyzed,2026-03-10
CVE-2026-29784,1.3,8.8,3.1,7.5,3.1,github,Analyzed,2026-03-07
CVE-2026-32101,1.3,6.3,3.1,7.6,3.1,github,Analyzed,2026-03-11
CVE-2026-32241,1.3,8.8,3.1,7.5,3.1,github,Analyzed,2026-03-27
CVE-2026-33509,1.3,8.8,3.1,7.5,3.1,github,Analyzed,2026-03-24
CVE-2026-33757,1.3,8.3,3.1,9.6,3.1,github,Analyzed,2026-03-27
CVE-2026-33997,1.3,8.1,3.1,6.8,3.1,github,Analyzed,2026-03-31
CVE-2026-34729,1.3,4.8,3.1,6.1,3.1,github,Analyzed,2026-04-02
CVE-2026-34779,1.3,7.8,3.1,6.5,3.1,github,Analyzed,2026-04-04
CVE-2026-4789,1.3,9.8,3.1,8.5,3.1,cert,Analyzed,2026-03-30
CVE-2023-47105,1.2,8.6,3.1,9.8,3.1,mitre,Deferred,2024-09-18
CVE-2024-22278,1.2,4.3,3.1,5.5,3.1,vmware,Modified,2024-08-02
CVE-2024-22588,1.2,6.5,3.1,5.3,3.1,mitre,Deferred,2024-05-24
CVE-2024-29035,1.2,5.3,3.1,4.1,3.1,github,Analyzed,2024-04-17
CVE-2024-29073,1.2,6.5,3.1,5.3,3.1,cisco,Modified,2024-07-22
CVE-2024-29181,1.2,3.5,3.1,2.3,3.1,github,Modified,2024-06-12
CVE-2024-31217,1.2,6.5,3.1,5.3,3.1,github,Modified,2024-06-12
CVE-2024-32035,1.2,6.5,3.1,5.3,3.1,github,Analyzed,2024-04-15
CVE-2024-32036,1.2,6.5,3.1,5.3,3.1,github,Analyzed,2024-04-15
CVE-2024-32152,1.2,4.3,3.1,3.1,3.1,cisco,Modified,2024-07-22
CVE-2024-34146,1.2,6.5,3.1,5.3,3.1,googlegroups,Analyzed,2024-05-02
CVE-2024-34914,1.2,5.3,3.1,6.5,3.1,mitre,Deferred,2024-05-14
CVE-2024-37901,1.2,8.8,3.1,10.0,3.1,github,Analyzed,2024-07-31
CVE-2024-37906,1.2,8.8,3.1,10.0,3.1,github,Analyzed,2024-07-29
CVE-2024-39901,1.2,5.4,3.1,4.2,3.1,github,Modified,2024-07-09
CVE-2024-39943,1.2,8.8,3.1,10.0,3.1,mitre,Modified,2024-07-04
CVE-2024-42369,1.2,5.3,3.1,4.1,3.1,github,Analyzed,2024-08-20
