cve_id,cvss_variance,nvd_score,nvd_cvss_version,github_score,github_cvss_version,assigning_cna,nvd_status,published_date
CVE-2024-42490,1.2,7.5,3.1,8.7,3.1,github,Analyzed,2024-08-22
CVE-2024-42513,1.2,5.3,3.1,6.5,3.1,mitre,Analyzed,2025-02-10
CVE-2024-45120,1.2,3.1,3.1,4.3,3.1,adobe,Analyzed,2024-10-10
CVE-2024-45816,1.2,6.5,3.1,7.7,3.1,github,Analyzed,2024-09-17
CVE-2024-46984,1.2,9.8,3.1,8.6,3.1,github,Analyzed,2024-09-19
CVE-2024-46987,1.2,7.7,3.1,6.5,3.1,github,Modified,2024-09-18
CVE-2024-47780,1.2,4.3,3.1,3.1,3.1,github,Analyzed,2024-10-08
CVE-2024-47879,1.2,8.8,3.1,7.6,3.1,github,Analyzed,2024-10-24
CVE-2024-47880,1.2,6.9,3.1,8.1,3.1,github,Analyzed,2024-10-24
CVE-2024-50342,1.2,4.3,3.1,3.1,3.1,github,Analyzed,2024-11-06
CVE-2024-51493,1.2,6.5,3.1,5.3,3.1,github,Analyzed,2024-11-05
CVE-2024-52292,1.2,6.5,3.1,7.7,3.1,github,Analyzed,2024-11-13
CVE-2024-53386,1.2,6.1,3.1,4.9,3.1,mitre,Analyzed,2025-03-03
CVE-2024-5389,1.2,8.1,3.1,9.3,3.1,huntr,Modified,2024-06-09
CVE-2024-55662,1.2,8.8,3.1,10.0,3.1,github,Analyzed,2024-12-12
CVE-2024-55877,1.2,8.8,3.1,10.0,3.1,github,Analyzed,2024-12-12
CVE-2024-5710,1.2,6.5,3.1,5.3,3.1,huntr,Modified,2024-06-27
CVE-2024-58265,1.2,4.3,3.1,3.1,3.1,mitre,Analyzed,2025-07-27
CVE-2024-7096,1.2,5.4,3.1,4.2,3.1,ed10eef1-636d-4fbe-9993-6890dfa878f8,Modified,2025-05-30
CVE-2024-8260,1.2,7.3,3.1,6.1,3.1,tenable,Analyzed,2024-08-30
CVE-2024-9312,1.2,6.4,3.1,7.6,3.1,ubuntu,Analyzed,2024-10-10
CVE-2025-10545,1.2,4.3,3.1,3.1,3.1,mattermost,Analyzed,2025-10-16
CVE-2025-11579,1.2,6.5,3.1,5.3,3.1,mattermost,Analyzed,2025-10-10
CVE-2025-11777,1.2,4.3,3.1,3.1,3.1,mattermost,Analyzed,2025-11-13
CVE-2025-13870,1.2,4.3,3.1,3.1,3.1,mattermost,Analyzed,2025-12-02
CVE-2025-1691,1.2,6.5,3.1,7.7,3.1,mongodb,Analyzed,2025-02-27
CVE-2025-2424,1.2,4.3,3.1,3.1,3.1,mattermost,Analyzed,2025-04-14
CVE-2025-24839,1.2,4.3,3.1,3.1,3.1,mattermost,Analyzed,2025-04-16
CVE-2025-26532,1.2,4.3,3.1,3.1,3.1,puiterwijk,Analyzed,2025-02-24
CVE-2025-27108,1.2,6.1,3.1,7.3,3.1,github,Analyzed,2025-02-21
CVE-2025-2945,1.2,8.8,3.1,10.0,3.1,f86ef6dc-4d3a-42ad-8f28-e6d5547a5007,Analyzed,2025-04-03
CVE-2025-30373,1.2,5.3,3.1,6.5,3.1,github,Analyzed,2025-04-07
CVE-2025-31725,1.2,5.5,3.1,4.3,3.1,googlegroups,Analyzed,2025-04-02
CVE-2025-31726,1.2,5.5,3.1,4.3,3.1,googlegroups,Analyzed,2025-04-02
CVE-2025-31727,1.2,5.5,3.1,4.3,3.1,googlegroups,Analyzed,2025-04-02
CVE-2025-31728,1.2,5.5,3.1,4.3,3.1,googlegroups,Analyzed,2025-04-02
CVE-2025-3611,1.2,4.3,3.1,3.1,3.1,mattermost,Analyzed,2025-05-30
CVE-2025-4128,1.2,4.3,3.1,3.1,3.1,mattermost,Analyzed,2025-06-11
CVE-2025-41423,1.2,4.3,3.1,3.1,3.1,mattermost,Analyzed,2025-04-24
CVE-2025-41436,1.2,4.3,3.1,3.1,3.1,mattermost,Analyzed,2025-11-14
CVE-2025-43954,1.2,6.1,3.1,4.9,3.1,mitre,Analyzed,2025-04-20
CVE-2025-46720,1.2,4.3,3.1,3.1,3.1,github,Analyzed,2025-05-05
CVE-2025-48924,1.2,5.3,3.1,6.5,3.1,apache,Modified,2025-07-11
CVE-2025-49113,1.2,8.8,3.1,10.0,3.1,mitre,Analyzed,2025-06-02
CVE-2025-49139,1.2,6.5,3.1,5.3,3.1,github,Analyzed,2025-06-09
CVE-2025-52996,1.2,4.3,3.1,3.1,3.1,github,Modified,2025-06-30
CVE-2025-53661,1.2,4.3,3.1,3.1,3.1,googlegroups,Modified,2025-07-09
CVE-2025-53836,1.2,8.8,3.1,10.0,3.1,github,Analyzed,2025-07-15
CVE-2025-54478,1.2,5.3,3.1,6.5,3.1,mattermost,Analyzed,2025-08-11
CVE-2025-55191,1.2,5.3,3.1,6.5,3.1,github,Analyzed,2025-09-30
CVE-2025-65110,1.2,9.3,3.1,8.1,3.1,github,Analyzed,2026-01-05
CVE-2025-65955,1.2,6.1,3.1,4.9,3.1,github,Analyzed,2025-12-02
CVE-2025-66307,1.2,5.3,3.1,6.5,3.1,github,Analyzed,2025-12-01
CVE-2025-67849,1.2,6.1,3.1,7.3,3.1,puiterwijk,Analyzed,2026-02-03
CVE-2025-67850,1.2,6.1,3.1,7.3,3.1,puiterwijk,Analyzed,2026-02-03
CVE-2025-68279,1.2,6.5,3.1,7.7,3.1,github,Analyzed,2025-12-18
CVE-2025-68477,1.2,6.5,3.1,7.7,3.1,github,Analyzed,2025-12-19
CVE-2025-68613,1.2,8.8,3.1,10.0,3.1,github,Analyzed,2025-12-19
CVE-2025-7195,1.2,6.4,3.1,5.2,3.1,redhat,Deferred,2025-08-07
CVE-2026-22688,1.2,8.8,3.1,10.0,3.1,github,Analyzed,2026-01-10
CVE-2026-23515,1.2,8.8,3.1,10.0,3.1,github,Analyzed,2026-02-02
CVE-2026-23881,1.2,6.5,3.1,7.7,3.1,github,Analyzed,2026-01-27
CVE-2026-25152,1.2,6.5,3.1,5.3,3.1,github,Analyzed,2026-01-30
CVE-2026-25155,1.2,7.1,3.1,5.9,3.1,github,Analyzed,2026-02-03
CVE-2026-25510,1.2,8.8,3.1,10.0,3.1,github,Analyzed,2026-02-03
CVE-2026-27728,1.2,8.8,3.1,10.0,3.1,github,Analyzed,2026-02-25
CVE-2026-28363,1.2,8.8,3.1,10.0,3.1,mitre,Analyzed,2026-02-27
CVE-2026-29067,1.2,9.3,3.1,8.1,3.1,github,Analyzed,2026-03-07
CVE-2026-29071,1.2,4.3,3.1,3.1,3.1,github,Analyzed,2026-03-27
CVE-2026-2950,1.2,5.3,3.1,6.5,3.1,ce714d77-add3-4f53-aff5-83d477b104bb,Analyzed,2026-03-31
CVE-2026-30861,1.2,8.8,3.1,10.0,3.1,github,Analyzed,2026-03-07
CVE-2026-3105,1.2,8.8,3.1,7.6,3.1,mautic,Analyzed,2026-02-24
CVE-2026-31865,1.2,5.3,3.1,6.5,3.1,github,Analyzed,2026-03-18
CVE-2026-31891,1.2,6.5,3.1,7.7,3.1,github,Analyzed,2026-03-18
CVE-2026-32235,1.2,4.7,3.1,5.9,3.1,github,Analyzed,2026-03-12
CVE-2026-33545,1.2,6.5,3.1,5.3,3.1,github,Analyzed,2026-03-26
CVE-2026-34214,1.2,6.5,3.1,7.7,3.1,github,Analyzed,2026-03-31
CVE-2026-34603,1.2,8.3,3.1,7.1,3.1,github,Analyzed,2026-04-01
CVE-2026-34955,1.2,10.0,3.1,8.8,3.1,github,Analyzed,2026-04-04
CVE-2022-25773,1.1,5.4,3.1,4.3,3.1,mautic,Analyzed,2025-02-26
CVE-2023-7272,1.1,7.5,3.1,8.6,3.1,eclipse,Analyzed,2024-07-17
CVE-2024-3462,1.1,5.4,3.1,6.5,3.1,cert,Deferred,2024-05-14
CVE-2024-34711,1.1,8.2,3.1,9.3,3.1,github,Analyzed,2025-06-10
CVE-2024-36117,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2024-06-19
CVE-2024-37031,1.1,6.1,3.1,7.2,3.1,mitre,Deferred,2024-06-03
CVE-2024-37358,1.1,7.5,3.1,8.6,3.1,apache,Analyzed,2025-02-06
CVE-2024-37897,1.1,5.4,3.1,6.5,3.1,github,Deferred,2024-06-20
CVE-2024-37899,1.1,8.0,3.1,9.1,3.1,github,Analyzed,2024-06-20
CVE-2024-38273,1.1,5.4,3.1,4.3,3.1,puiterwijk,Analyzed,2024-06-18
CVE-2024-38277,1.1,5.4,3.1,6.5,3.1,puiterwijk,Analyzed,2024-06-18
CVE-2024-38286,1.1,7.5,3.1,8.6,3.1,apache,Modified,2024-11-07
CVE-2024-38503,1.1,5.4,3.1,6.5,3.1,apache,Modified,2024-07-22
CVE-2024-39323,1.1,7.1,3.1,8.2,3.1,github,Deferred,2024-07-02
CVE-2024-39903,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2024-07-12
CVE-2024-41811,1.1,3.9,3.1,5.0,3.1,github,Deferred,2024-08-05
CVE-2024-42352,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2024-08-05
CVE-2024-42356,1.1,7.2,3.1,8.3,3.1,github,Analyzed,2024-08-08
CVE-2024-42497,1.1,4.9,3.1,6.0,3.1,mattermost,Analyzed,2024-08-22
CVE-2024-43377,1.1,4.3,3.1,5.4,3.1,github,Analyzed,2024-08-20
CVE-2024-43401,1.1,8.0,3.1,9.1,3.1,github,Analyzed,2024-08-19
CVE-2024-46976,1.1,5.4,3.1,6.5,3.1,github,Analyzed,2024-09-17
CVE-2024-46986,1.1,9.9,3.1,8.8,3.1,github,Modified,2024-09-18
CVE-2024-47003,1.1,6.5,3.1,5.4,3.1,mattermost,Analyzed,2024-09-26
CVE-2024-47526,1.1,2.4,3.1,3.5,3.1,github,Analyzed,2024-10-01
CVE-2024-48926,1.1,3.1,3.1,4.2,3.1,github,Analyzed,2024-10-22
CVE-2024-5165,1.1,5.4,3.1,6.5,3.1,eclipse,Analyzed,2024-05-23
CVE-2024-54128,1.1,4.6,3.1,5.7,3.1,github,Analyzed,2024-12-05
CVE-2024-54141,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2024-12-06
CVE-2024-55894,1.1,5.4,3.1,4.3,3.1,github,Analyzed,2025-01-14
CVE-2024-6382,1.1,7.5,3.1,6.4,3.1,mongodb,Analyzed,2024-07-02
CVE-2025-14273,1.1,8.3,3.1,7.2,3.1,mattermost,Analyzed,2025-12-22
CVE-2025-14573,1.1,2.7,3.1,3.8,3.1,mattermost,Analyzed,2026-02-16
CVE-2025-23025,1.1,8.0,3.1,9.1,3.1,github,Analyzed,2025-01-14
CVE-2025-24787,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2025-02-06
CVE-2025-24790,1.1,5.5,3.1,4.4,3.1,github,Analyzed,2025-01-29
CVE-2025-24791,1.1,5.5,3.1,4.4,3.1,github,Analyzed,2025-01-29
CVE-2025-24794,1.1,7.8,3.1,6.7,3.1,github,Analyzed,2025-01-29
CVE-2025-24795,1.1,5.5,3.1,4.4,3.1,github,Analyzed,2025-01-29
CVE-2025-27089,1.1,4.3,3.1,5.4,3.1,github,Analyzed,2025-02-19
CVE-2025-27933,1.1,4.3,3.1,5.4,3.1,mattermost,Analyzed,2025-03-21
CVE-2025-28254,1.1,5.4,3.1,6.5,3.1,mitre,Analyzed,2025-03-28
CVE-2025-30162,1.1,4.3,3.1,3.2,3.1,github,Analyzed,2025-03-24
CVE-2025-30353,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2025-03-26
CVE-2025-31131,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2025-04-01
CVE-2025-31138,1.1,6.6,3.1,5.5,3.1,github,Analyzed,2025-04-07
CVE-2025-31475,1.1,6.6,3.1,5.5,3.1,github,Analyzed,2025-04-07
CVE-2025-32379,1.1,6.1,3.1,5.0,3.1,github,Analyzed,2025-04-09
CVE-2025-43971,1.1,7.5,3.1,8.6,3.1,mitre,Analyzed,2025-04-21
CVE-2025-47871,1.1,5.4,3.1,4.3,3.1,mattermost,Analyzed,2025-06-30
CVE-2025-47936,1.1,4.4,3.1,3.3,3.1,github,Analyzed,2025-05-20
CVE-2025-48376,1.1,2.4,3.1,3.5,3.1,github,Analyzed,2025-05-23
CVE-2025-49575,1.1,5.4,3.1,6.5,3.1,github,Analyzed,2025-06-12
CVE-2025-49576,1.1,5.4,3.1,6.5,3.1,github,Analyzed,2025-06-12
CVE-2025-49577,1.1,5.4,3.1,6.5,3.1,github,Analyzed,2025-06-12
CVE-2025-49578,1.1,5.4,3.1,6.5,3.1,github,Analyzed,2025-06-12
CVE-2025-61688,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2025-10-13
CVE-2025-62401,1.1,4.3,3.1,5.4,3.1,puiterwijk,Analyzed,2025-10-23
CVE-2025-65956,1.1,5.4,3.1,6.5,3.1,github,Analyzed,2025-11-26
CVE-2025-66648,1.1,6.1,3.1,7.2,3.1,github,Analyzed,2026-01-05
CVE-2025-68614,1.1,5.4,3.1,4.3,3.1,github,Analyzed,2025-12-23
CVE-2025-68664,1.1,8.2,3.1,9.3,3.1,github,Analyzed,2025-12-23
CVE-2026-0999,1.1,4.3,3.1,5.4,3.1,mattermost,Analyzed,2026-02-16
CVE-2026-1707,1.1,6.3,3.1,7.4,3.1,f86ef6dc-4d3a-42ad-8f28-e6d5547a5007,Modified,2026-02-05
CVE-2026-21873,1.1,6.1,3.1,7.2,3.1,github,Analyzed,2026-01-08
CVE-2026-23520,1.1,8.0,3.1,9.1,3.1,github,Analyzed,2026-01-15
CVE-2026-24486,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2026-01-27
CVE-2026-25153,1.1,8.8,3.1,7.7,3.1,github,Analyzed,2026-01-30
CVE-2026-25645,1.1,5.5,3.1,4.4,3.1,github,Analyzed,2026-03-25
CVE-2026-25965,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2026-02-24
CVE-2026-27825,1.1,8.0,3.1,9.1,3.1,github,Analyzed,2026-03-10
CVE-2026-32692,1.1,6.5,3.1,7.6,3.1,ubuntu,Analyzed,2026-03-18
CVE-2026-33030,1.1,9.9,3.1,8.8,3.1,github,Analyzed,2026-03-30
CVE-2026-33166,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2026-03-20
CVE-2026-33216,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2026-03-25
CVE-2026-33354,1.1,6.5,3.1,7.6,3.1,github,Analyzed,2026-03-23
CVE-2026-33502,1.1,8.2,3.1,9.3,3.1,github,Analyzed,2026-03-23
CVE-2026-33513,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2026-03-23
CVE-2026-33661,1.1,7.5,3.1,8.6,3.1,github,Analyzed,2026-03-26
CVE-2026-33726,1.1,4.3,3.1,5.4,3.1,github,Analyzed,2026-03-27
CVE-2026-35540,1.1,6.5,3.1,5.4,3.1,mitre,Analyzed,2026-04-03
CVE-2026-4267,1.1,7.2,3.1,6.1,3.1,wordfence,Awaiting Analysis,2026-03-31
CVE-2021-47621,1.0,7.5,3.1,6.5,3.1,mitre,Deferred,2024-06-21
CVE-2023-6841,1.0,7.5,3.1,6.5,3.1,redhat,Modified,2024-09-10
CVE-2024-10906,1.0,8.1,3.1,7.1,3.1,huntr,Analyzed,2025-03-20
CVE-2024-34065,1.0,8.1,3.1,7.1,3.1,github,Modified,2024-06-12
CVE-2024-34144,1.0,9.8,3.1,8.8,3.1,googlegroups,Analyzed,2024-05-02
CVE-2024-34147,1.0,4.3,3.1,3.3,3.1,googlegroups,Analyzed,2024-05-02
CVE-2024-34352,1.0,7.5,3.1,6.5,3.1,github,Analyzed,2024-05-14
CVE-2024-34715,1.0,3.3,3.1,2.3,3.1,github,Analyzed,2024-05-29
CVE-2024-35515,1.0,9.8,3.1,8.8,3.1,mitre,Deferred,2024-09-18
CVE-2024-36116,1.0,9.8,3.1,8.8,3.1,github,Analyzed,2024-06-19
CVE-2024-36492,1.0,6.4,3.1,7.4,3.1,mattermost,Analyzed,2024-08-01
CVE-2024-37014,1.0,9.8,3.1,8.8,3.1,mitre,Modified,2024-06-10
CVE-2024-37084,1.0,8.8,3.1,9.8,3.1,vmware,Modified,2024-07-25
CVE-2024-38229,1.0,8.1,3.1,7.1,3.1,microsoft,Modified,2024-10-08
CVE-2024-38810,1.0,7.5,3.1,6.5,3.1,vmware,Analyzed,2024-08-20
CVE-2024-39303,1.0,5.4,3.1,4.4,3.1,github,Modified,2024-07-01
CVE-2024-39918,1.0,4.3,3.1,5.3,3.1,github,Deferred,2024-07-15
CVE-2024-42718,1.0,6.5,3.1,7.5,3.1,mitre,Analyzed,2025-12-26
CVE-2024-43376,1.0,5.3,3.1,4.3,3.1,github,Analyzed,2024-08-20
CVE-2024-43598,1.0,8.1,3.1,7.1,3.1,microsoft,Analyzed,2024-11-12
CVE-2024-43709,1.0,7.5,3.1,6.5,3.1,elastic,Modified,2025-01-21
CVE-2024-45201,1.0,8.8,3.1,9.8,3.1,mitre,Analyzed,2024-08-22
CVE-2024-45389,1.0,5.4,3.1,6.4,3.1,github,Analyzed,2024-09-03
CVE-2024-45858,1.0,7.8,3.1,8.8,3.1,6f8de1f0-f67e-45a6-b68f-98777fdb759c,Deferred,2024-09-18
CVE-2024-4990,1.0,9.1,3.1,8.1,3.1,huntr,Analyzed,2025-03-20
CVE-2024-52797,1.0,7.5,3.1,6.5,3.1,github,Modified,2024-11-21
CVE-2024-52979,1.0,7.5,3.1,6.5,3.1,elastic,Analyzed,2025-05-01
CVE-2024-53859,1.0,7.5,3.1,6.5,3.1,github,Analyzed,2024-11-27
CVE-2024-5520,1.0,5.4,3.1,6.4,3.1,incibe,Analyzed,2024-05-30
CVE-2024-57082,1.0,6.5,3.1,7.5,3.1,mitre,Deferred,2025-02-05
CVE-2024-6322,1.0,5.4,3.1,4.4,3.1,grafana,Deferred,2024-08-20
CVE-2025-20621,1.0,7.5,3.1,6.5,3.1,mattermost,Analyzed,2025-01-16
CVE-2025-25500,1.0,7.5,3.1,6.5,3.1,mitre,Analyzed,2025-03-18
CVE-2025-27513,1.0,7.5,3.1,6.5,3.1,github,Deferred,2025-03-05
CVE-2025-27591,1.0,6.8,3.1,7.8,3.1,fb,Analyzed,2025-03-11
CVE-2025-30157,1.0,7.5,3.1,6.5,3.1,github,Analyzed,2025-03-21
CVE-2025-32372,1.0,7.5,3.1,6.5,3.1,github,Analyzed,2025-04-09
CVE-2025-32951,1.0,5.4,3.1,6.4,3.1,github,Analyzed,2025-04-22
CVE-2025-35965,1.0,7.5,3.1,6.5,3.1,mattermost,Analyzed,2025-04-24
CVE-2025-41395,1.0,7.5,3.1,6.5,3.1,mattermost,Analyzed,2025-04-24
CVE-2025-43970,1.0,5.3,3.1,4.3,3.1,mitre,Analyzed,2025-04-21
CVE-2025-46350,1.0,4.8,3.1,3.8,3.1,github,Analyzed,2025-04-29
CVE-2025-46556,1.0,7.5,3.1,6.5,3.1,github,Analyzed,2025-11-04
CVE-2025-46560,1.0,7.5,3.1,6.5,3.1,github,Analyzed,2025-04-30
CVE-2025-48448,1.0,6.5,3.1,7.5,3.1,drupal,Analyzed,2025-06-11
CVE-2025-48953,1.0,6.5,3.1,5.5,3.1,github,Analyzed,2025-06-03
CVE-2025-53092,1.0,6.5,3.1,7.5,3.1,github,Analyzed,2025-10-16
CVE-2025-53655,1.0,5.3,3.1,4.3,3.1,googlegroups,Modified,2025-07-09
CVE-2025-53667,1.0,5.3,3.1,4.3,3.1,googlegroups,Modified,2025-07-09
CVE-2025-53674,1.0,5.3,3.1,4.3,3.1,googlegroups,Modified,2025-07-09
CVE-2025-53677,1.0,5.3,3.1,4.3,3.1,googlegroups,Modified,2025-07-09
CVE-2025-53743,1.0,5.3,3.1,4.3,3.1,googlegroups,Modified,2025-07-09
CVE-2025-55070,1.0,7.5,3.1,6.5,3.1,mattermost,Analyzed,2025-11-14
CVE-2025-55154,1.0,7.8,3.1,8.8,3.1,github,Modified,2025-08-13
CVE-2025-57833,1.0,8.1,3.1,7.1,3.1,mitre,Modified,2025-09-03
CVE-2025-59712,1.0,5.4,3.1,6.4,3.1,mitre,Analyzed,2025-09-19
CVE-2025-62412,1.0,4.8,3.1,3.8,3.1,github,Analyzed,2025-10-16
CVE-2025-64094,1.0,5.4,3.1,6.4,3.1,github,Analyzed,2025-10-28
CVE-2025-66304,1.0,7.2,3.1,6.2,3.1,github,Analyzed,2025-12-01
CVE-2025-67488,1.0,8.8,3.1,7.8,3.1,github,Analyzed,2025-12-09
CVE-2025-67648,1.0,6.1,3.1,7.1,3.1,github,Analyzed,2025-12-11
CVE-2025-67857,1.0,5.3,3.1,4.3,3.1,puiterwijk,Analyzed,2026-02-03
CVE-2025-68472,1.0,9.1,3.1,8.1,3.1,github,Modified,2026-01-12
CVE-2025-68938,1.0,5.3,3.1,4.3,3.1,mitre,Analyzed,2025-12-26
CVE-2025-69264,1.0,9.8,3.1,8.8,3.1,github,Analyzed,2026-01-07
CVE-2026-0528,1.0,7.5,3.1,6.5,3.1,elastic,Analyzed,2026-01-13
CVE-2026-1513,1.0,6.1,3.1,7.1,3.1,navercorp,Analyzed,2026-01-28
CVE-2026-22773,1.0,7.5,3.1,6.5,3.1,github,Analyzed,2026-01-10
CVE-2026-22807,1.0,9.8,3.1,8.8,3.1,github,Analyzed,2026-01-21
CVE-2026-23952,1.0,7.5,3.1,6.5,3.1,github,Analyzed,2026-01-22
CVE-2026-23997,1.0,9.0,3.1,8.0,3.1,github,Analyzed,2026-02-02
CVE-2026-24844,1.0,8.8,3.1,7.8,3.1,github,Analyzed,2026-02-04
CVE-2026-25641,1.0,9.0,3.1,10.0,3.1,github,Analyzed,2026-02-06
CVE-2026-26929,1.0,6.5,3.1,7.5,3.1,apache,Modified,2026-03-17
CVE-2026-27607,1.0,9.1,3.1,8.1,3.1,github,Analyzed,2026-02-25
CVE-2026-27695,1.0,5.3,3.1,4.3,3.1,github,Analyzed,2026-02-25
CVE-2026-27877,1.0,7.5,3.1,6.5,3.1,grafana,Analyzed,2026-03-27
CVE-2026-28279,1.0,8.4,3.1,7.4,3.1,github,Analyzed,2026-02-26
CVE-2026-28512,1.0,6.1,3.1,7.1,3.1,github,Analyzed,2026-03-10
CVE-2026-29188,1.0,8.1,3.1,9.1,3.1,github,Analyzed,2026-03-05
CVE-2026-30225,1.0,4.3,3.1,5.3,3.1,github,Analyzed,2026-03-06
CVE-2026-30855,1.0,8.8,3.1,9.8,3.1,github,Analyzed,2026-03-07
CVE-2026-30859,1.0,6.5,3.1,7.5,3.1,github,Analyzed,2026-03-07
CVE-2026-30931,1.0,7.8,3.1,6.8,3.1,github,Analyzed,2026-03-10
CVE-2026-32320,1.0,7.5,3.1,6.5,3.1,github,Analyzed,2026-03-13
CVE-2026-32734,1.0,6.1,3.1,7.1,3.1,github,Analyzed,2026-03-31
CVE-2026-33125,1.0,8.1,3.1,7.1,3.1,github,Analyzed,2026-03-20
CVE-2026-33223,1.0,5.4,3.1,6.4,3.1,github,Analyzed,2026-03-25
CVE-2026-33246,1.0,5.4,3.1,6.4,3.1,github,Analyzed,2026-03-25
CVE-2026-33281,1.0,7.5,3.1,6.5,3.1,github,Analyzed,2026-03-24
CVE-2026-33283,1.0,7.5,3.1,6.5,3.1,github,Analyzed,2026-03-24
CVE-2026-33493,1.0,8.1,3.1,7.1,3.1,github,Analyzed,2026-03-23
CVE-2026-33675,1.0,5.4,3.1,6.4,3.1,github,Analyzed,2026-03-24
CVE-2026-33679,1.0,7.4,3.1,6.4,3.1,github,Analyzed,2026-03-24
CVE-2026-33680,1.0,6.5,3.1,7.5,3.1,github,Analyzed,2026-03-24
CVE-2026-33943,1.0,9.8,3.1,8.8,3.1,github,Analyzed,2026-03-27
CVE-2026-34040,1.0,7.8,3.1,8.8,3.1,github,Analyzed,2026-03-31
